Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-04-21 00:00:00+07:00,1004.8778063720357,1019.655424157663,960.544953015154,975.3225708007812,126804479,0.0,0.0
2014-04-22 00:00:00+07:00,979.0171672756793,986.4059776177648,964.2395465915081,971.6283569335938,62171548,0.0,0.0
2014-04-23 00:00:00+07:00,971.6282504502952,1004.8778933457643,953.1562266194791,964.2394409179688,115884437,0.0,0.0
2014-04-24 00:00:00+07:00,953.1561892746863,953.1561892746863,864.4904783607037,894.0457153320312,170896510,0.0,0.0
2014-04-25 00:00:00+07:00,897.7401500223436,912.5177690029689,897.7401500223436,908.8233642578125,43804999,0.0,0.0
2014-04-28 00:00:00+07:00,905.1289213835538,908.8233259730811,860.7960663092267,868.1848754882812,45315349,0.0,0.0
2014-04-29 00:00:00+07:00,868.1848443912986,879.2680577628976,842.3240639535554,853.4072265625,61400276,0.0,0.0
2014-04-30 00:00:00+07:00,857.1016310196997,875.5736533056979,842.3240639535554,853.4072265625,93066981,0.0,0.0
2014-05-02 00:00:00+07:00,853.407236003141,864.4904494973456,823.85205078125,823.85205078125,43133457,0.0,0.0
2014-05-05 00:00:00+07:00,834.9352719364597,834.9352719364597,797.9912266167948,820.1576538085938,61710834,0.0,0.0
2014-05-06 00:00:00+07:00,812.7687666095715,823.8519791399922,797.9911499023438,797.9911499023438,31697546,0.0,0.0
2014-05-07 00:00:00+07:00,797.9912489840689,816.4632721616624,790.6024397130315,809.074462890625,72553659,0.0,0.0
2014-05-08 00:00:00+07:00,812.7688898412582,827.5465087890625,812.7688898412582,827.5465087890625,51379938,0.0,0.0
2014-05-09 00:00:00+07:00,831.2409057617188,842.3241198690479,827.5465010592757,831.2409057617188,41852057,0.0,0.0
2014-05-12 00:00:00+07:00,838.6297687078389,846.0185785844541,831.2409588312237,834.9353637695312,54986409,0.0,0.0
2014-05-13 00:00:00+07:00,838.629644399037,842.3240487897287,805.3800048828125,805.3800048828125,72551633,0.0,0.0
2014-05-14 00:00:00+07:00,805.380043137423,823.8520659682805,797.9912340050798,816.4632568359375,70441780,0.0,0.0
2014-05-16 00:00:00+07:00,809.0744479780943,853.4072520245377,809.0744479780943,846.0184936523438,100524406,0.0,0.0
2014-05-19 00:00:00+07:00,831.2409057617188,868.1849020234918,823.8520963568326,831.2409057617188,92808764,0.0,0.0
2014-05-20 00:00:00+07:00,831.2409057617188,853.4072832137194,797.991263439731,831.2409057617188,64041870,0.0,0.0
2014-05-21 00:00:00+07:00,816.4632568359375,831.2408751006235,812.768852269766,816.4632568359375,38271700,0.0,0.0
2014-05-22 00:00:00+07:00,823.85205078125,831.2408597773865,809.0744327889771,823.85205078125,72180292,0.0,0.0
2014-05-23 00:00:00+07:00,812.7688598632812,831.2408828667188,809.0744552625938,812.7688598632812,15945125,0.0,0.0
2014-05-26 00:00:00+07:00,797.9911499023438,816.4631707863783,797.9911499023438,797.9911499023438,21088173,0.0,0.0
2014-05-28 00:00:00+07:00,823.85205078125,823.85205078125,797.9912192947725,823.85205078125,28182024,0.0,0.0
2014-05-30 00:00:00+07:00,805.3800048828125,827.5464312269622,801.6856004921209,805.3800048828125,25087821,0.0,0.0
2014-06-02 00:00:00+07:00,775.8248291015625,805.3800664878305,761.0472104084286,775.8248291015625,52726287,0.0,0.0
2014-06-03 00:00:00+07:00,779.5192260742188,783.2136307110063,768.4360121638558,779.5192260742188,12236786,0.0,0.0
2014-06-04 00:00:00+07:00,764.7415771484375,786.9080040886231,764.7415771484375,764.7415771484375,35330131,0.0,0.0
2014-06-05 00:00:00+07:00,768.4359968932386,768.4359968932386,753.6583786397538,757.352783203125,18347976,0.0,0.0
2014-06-06 00:00:00+07:00,746.26953125,768.4359574937017,742.5751268760497,746.26953125,22070272,0.0,0.0
2014-06-09 00:00:00+07:00,731.491943359375,753.6583705002034,724.1031343124322,731.491943359375,47041368,0.0,0.0
2014-06-10 00:00:00+07:00,749.9639892578125,761.0472031722823,731.4919660670297,749.9639892578125,49268284,0.0,0.0
2014-06-11 00:00:00+07:00,775.8248291015625,779.519233774846,749.963996388578,775.8248291015625,50152455,0.0,0.0
2014-06-12 00:00:00+07:00,768.43603515625,775.824844650906,761.047225661594,768.43603515625,22267255,0.0,0.0
2014-06-13 00:00:00+07:00,746.26953125,768.4359574937017,746.26953125,746.26953125,21336709,0.0,0.0
2014-06-16 00:00:00+07:00,753.658447265625,757.3528521653975,742.5752325663072,753.658447265625,22285828,0.0,0.0
