Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-04-21 00:00:00+07:00,822.3890380859375,822.3890380859375,822.3890380859375,822.3890380859375,0,0.0,0.0
2014-04-22 00:00:00+07:00,807.6282348632812,807.6282348632812,807.6282348632812,807.6282348632812,174,0.0,0.0
2014-04-23 00:00:00+07:00,801.302051473196,803.4107666015625,801.302051473196,803.4107666015625,2267,0.0,0.0
2014-04-24 00:00:00+07:00,803.4107666015625,803.4107666015625,803.4107666015625,803.4107666015625,174,0.0,0.0
2014-04-25 00:00:00+07:00,816.0628925861532,822.3890380859375,816.0628925861532,822.3890380859375,872,0.0,0.0
2014-04-28 00:00:00+07:00,805.5194963329252,822.3890380859375,805.5194963329252,822.3890380859375,9069,0.0,0.0
2014-04-29 00:00:00+07:00,830.8236903426225,843.4758911132812,830.8236903426225,843.4758911132812,1046,0.0,0.0
2014-04-30 00:00:00+07:00,843.4758911132812,843.4758911132812,843.4758911132812,843.4758911132812,872,0.0,0.0
2014-05-02 00:00:00+07:00,843.4758911132812,843.4758911132812,843.4758911132812,843.4758911132812,0,0.0,0.0
2014-05-05 00:00:00+07:00,828.7149658203125,828.7149658203125,828.7149658203125,828.7149658203125,348,0.0,0.0
2014-05-06 00:00:00+07:00,828.7149658203125,828.7149658203125,828.7149658203125,828.7149658203125,1744,0.0,0.0
2014-05-07 00:00:00+07:00,828.7149658203125,828.7149658203125,801.3019422574961,828.7149658203125,39765,0.0,0.0
2014-05-08 00:00:00+07:00,826.6063786292541,826.6063786292541,820.2803229193428,822.3890380859375,18138,0.0,0.0
2014-05-09 00:00:00+07:00,822.3890380859375,822.3890380859375,822.3890380859375,822.3890380859375,0,0.0,0.0
2014-05-12 00:00:00+07:00,826.6063499456495,843.4758911132812,826.6063499456495,843.4758911132812,9069,0.0,0.0
2014-05-13 00:00:00+07:00,816.0628051757812,816.0628051757812,816.0628051757812,816.0628051757812,348,0.0,0.0
2014-05-14 00:00:00+07:00,818.171630859375,818.171630859375,818.171630859375,818.171630859375,174,0.0,0.0
2014-05-16 00:00:00+07:00,818.171630859375,818.171630859375,818.171630859375,818.171630859375,0,0.0,0.0
2014-05-19 00:00:00+07:00,843.4758911132812,843.4758911132812,843.4758911132812,843.4758911132812,2092,0.0,0.0
2014-05-20 00:00:00+07:00,828.7149658203125,843.4757901272679,828.7149658203125,828.7149658203125,2267,0.0,0.0
2014-05-21 00:00:00+07:00,818.171630859375,818.171630859375,818.171630859375,818.171630859375,174,0.0,0.0
